lowest_taxon,transient,genus,site_code,collection_date,max_forklength,my_rep,carbon,nitrogen,sulfur,c_percent,n_percent,s_percent,order,family,species,guild,transient_type,is_diadromous,id
Periphyton,NA,NA,MR,2020-09-15,NA,1,-29.32,7.32,NA,9.7,0.92,NA,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,PD,2020-09-15,NA,1,-15.21,3.35,NA,12.95,0.93,NA,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,GC,2020-09-15,NA,1,-26.05,9.87,NA,5.12,0.42,NA,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,EM,2020-09-15,NA,1,-18.82,8.3,NA,13.83,0.68,NA,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,WM,2020-09-15,NA,1,-27.36,7.88,NA,4.92,0.37,NA,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,TR,2020-09-15,NA,1,-16.04,11.47,NA,7.92,0.41,NA,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,GC,2020-09-15,NA,1,-30.35,8.73,NA,31.68,2.59,NA,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,GC,2020-09-15,NA,1,-31.13,10.25,NA,26.32,2.4,NA,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,MR,2020-09-15,NA,1,-28.01,6.01,NA,33.85,2.15,NA,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,PD,2020-09-15,NA,1,-25.43,7.09,NA,35.07,1.94,NA,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,AR,2020-09-15,NA,1,-29.59,13.86,NA,36.4,2.98,NA,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,EM,2020-09-15,NA,1,-28.54,14.1,NA,35.24,3.33,NA,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,MR,2020-09-15,NA,1,-30.07,4.21,NA,39.8,1.62,NA,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,AR,2020-09-15,NA,1,-30.59,10.17,NA,44.42,0.62,NA,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,EM,2020-09-15,NA,1,-30.17,7.72,NA,39.91,1.29,NA,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,WM,2020-09-15,NA,1,-28.57,6.21,NA,44.56,0.94,NA,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,GC,2020-09-15,NA,1,-27.66,6.05,NA,42.92,0.87,NA,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,PL,2020-09-15,NA,1,-27.63,3.14,NA,42.89,0.76,NA,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,SF,2020-09-15,NA,1,-28.76,10.86,NA,45.05,0.74,NA,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,PD,2020-09-15,NA,1,-28.89,1.16,NA,33.6,0.8,NA,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,TR,2020-09-15,NA,1,-28.91,5.36,NA,43.43,1.67,NA,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Grass,NA,NA,PL,2020-09-15,NA,1,-30.97,4.87,NA,35.26,2.59,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Clover,NA,NA,PD,2020-09-15,NA,1,-27.8,4.96,NA,38.15,2.45,NA,NA,NA,Clover,Terrestrial_Producer,NA,NA,NA
Grass,NA,NA,PL,2020-09-15,NA,2,-20.71,5.56,NA,37.77,1.71,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,GC,2020-09-15,NA,1,-32.89,2.19,NA,43.27,2.01,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Grass,NA,NA,GC,2020-09-15,NA,1,-31.89,1.4,NA,40,1.88,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,PD,2020-09-15,NA,1,-29.54,3.81,NA,45.4,2.33,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,PL,2020-09-15,NA,1,-31.98,4.68,NA,41.85,1.92,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,GC,2020-09-15,NA,1,-33,0.87,NA,43.15,2.02,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,WM,2020-09-15,NA,1,-31.8,6.08,NA,41.35,2.23,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Grass,NA,NA,WM,2020-09-15,NA,1,-29.37,8.17,NA,38.28,1.72,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Grass,NA,NA,PD,2020-09-15,NA,1,-27.05,5.72,NA,12.66,0.92,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,SF,2020-09-15,NA,1,-31.68,13.35,NA,40.87,2.69,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,SF,2020-09-15,NA,1,-31.13,15.49,NA,45.46,2.51,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Grass,NA,NA,AR,2020-09-15,NA,1,-30.33,8.31,NA,39.65,1.71,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,AR,2020-09-15,NA,1,-30.36,7.98,NA,42.48908113,2.48551805,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,AR,2020-09-15,NA,1,-31.2,4.83,NA,46.65326198,2.110276984,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,TR,2020-09-15,NA,1,-32.07,4.72,NA,43.50113832,4.521033313,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,SF,2020-09-15,NA,2,-30.62,12.44,NA,57.85143341,2.177944138,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,EM,2020-09-15,NA,1,-31.04,13.53,NA,43.84509472,2.160911338,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Grass,NA,NA,EM,2020-09-15,NA,1,-23.48,9.58,NA,38.17300693,1.53716335,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Grass,NA,NA,AR,2020-09-15,NA,1,-28.39,16.26,NA,40.34166676,1.732260651,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Grass,NA,NA,TR,2020-09-15,NA,1,-15.31,9.19,NA,39.46378072,2.184078496,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,AR,2020-09-15,NA,1,-31.81,12.13,NA,47.78431346,2.7929400109999998,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Grass,NA,NA,SF,2020-09-15,NA,1,-14.89,17.9,NA,54.05325859,3.056503878,NA,NA,NA,Grass,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,MR,2020-09-15,NA,1,-30.87,3.24,NA,44.77390638,1.750254278,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,TR,2020-09-15,NA,1,-30.81,7.1,NA,31.03996976,2.03249795,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,TR,2020-09-15,NA,1,-31.45,7.1,NA,56.25116089,2.705150295,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Tree_leaf,NA,NA,SF,2020-09-15,NA,1,-30.99,14.6,NA,36.97277146,2.194165419,NA,NA,NA,Tree Leaf,Terrestrial_Producer,NA,NA,NA
Aeshnidae,NA,NA,AR,2020-01-15,NA,1,-28.55520657,14.23674433,4.02,46.7,12.31,0.68,Odonata,Aeshnidae,NA,Invertebrate,Freshwater,NA,1
Coenagrionidae,NA,NA,AR,2020-01-15,NA,1,-26.12460155,15.32730227,4.41,46.39,12.64,0.86,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,2
Rharrisii,NA,NA,CB,2020-01-15,NA,1,-18.79003133,8.459668047,15.68,20.96,3.25,0.45,Decapoda,Panopeidae,NA,Invertebrate,Euryhaline,NA,3
Belastomatidae,NA,NA,EM,2020-01-15,NA,1,-31.34782979,4.488636664,10.98,50.42,11.61,0.5,Hemiptera,Belastomatidae,NA,Invertebrate,Freshwater,NA,4
Coenagrionidae,NA,NA,EM,2020-01-15,NA,1,-31.75370181,15.03492922,8.59,41.68,12.05,0.7,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,5
Gomphidae,NA,NA,EM,2020-01-15,NA,1,-28.97875003,12.92725455,7.13,43.69,11.57,0.58,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,6
Hyalellidae,NA,NA,EM,2020-01-15,NA,1,-30.93685745,13.0975888,8.05,38.68,10.21,0.71,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,7
Nepidae,NA,NA,EM,2020-01-15,NA,1,-21.03670172,6.802470478,8.8,47.94,11.06,0.5,Hemiptera,Nepidae,NA,Invertebrate,Freshwater,NA,8
Physidae,NA,NA,EM,2020-01-15,NA,1,-28.90763199,13.56811056,9.82,31.23,6.69,0.7,Basommatophora,Physidae,NA,Invertebrate,Freshwater,NA,9
Planorbidae,NA,NA,EM,2020-01-15,NA,1,-33.47415754,13.45983996,9.11,33.1,8.69,0.66,Basommatophora,Planorbidae,NA,Invertebrate,Freshwater,NA,10
Baetidae,NA,NA,GC,2020-01-15,NA,1,-35.44192237,14.33814725,3.71,39.96,10.87,0.72,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,11
Coenagrionidae,NA,NA,GC,2020-01-15,NA,1,-31.21835924,10.96470964,1.4,44.18,11.62,0.58,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,12
Corduliidae,NA,NA,GC,2020-01-15,NA,1,-31.26441301,5.108953924,-0.57,45.2,11.69,0.59,Odonata,Corduliidae,NA,Invertebrate,Freshwater,NA,13
Gomphidae,NA,NA,GC,2020-01-15,NA,1,-29.6165088,9.220838991,0.11,46.26,11.15,0.55,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,14
Hyalellidae,NA,NA,GC,2020-01-15,NA,1,-33.93816316,10.18650708,2.13,42,11.17,0.83,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,15
Chironomidae,NA,NA,LN,2020-01-15,NA,1,-25.56749719,7.179575173,3.45,41.38,9.46,0.69,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,16
Rharrisii,NA,NA,LN,2020-01-15,NA,1,-20.99372802,11.43055501,8.92,23.22,3.87,0.26,Decapoda,Panopeidae,NA,Invertebrate,Euryhaline,NA,17
Rharrisii,NA,NA,LN,2020-01-15,NA,2,-20.36919447,8.99882155,11.53,22.45,3.16,0.28,Decapoda,Panopeidae,NA,Invertebrate,Euryhaline,NA,18
Rharrisii,NA,NA,LN,2020-01-15,NA,3,-20.21942867,8.832540563,10.44,20.99,2.85,0.23,Decapoda,Panopeidae,NA,Invertebrate,Euryhaline,NA,19
Coenagrionidae,NA,NA,MR,2020-01-15,NA,1,-32.7188441,10.99189478,8.66,46.07,12.32,0.84,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,20
Gyrinidae,NA,NA,MR,2020-01-15,NA,1,-32.11180544,12.11904329,8.99,48.49,11.82,0.8,Coleoptera,Gyrinidae,NA,Invertebrate,Freshwater,NA,21
Naucoridae,NA,NA,MR,2020-01-15,NA,1,-21.84643032,7.812663158,10.69,48.06,12.07,0.49,Hemiptera,Naucoridae,NA,Invertebrate,Freshwater,NA,22
Melanoides,NA,NA,PD,2020-01-15,NA,1,-16.18425517,2.653017587,11.96,15.66,1.11,0.23,Neotaenioglossa,Thiaridae,NA,Invertebrate,Freshwater,NA,23
C.sapidus,NA,NA,PL,2020-01-15,80,1,-25.4082531,11.58171954,9.95,35.63,6.07,0.31,Decapoda,Portunidae,NA,Invertebrate,Freshwater,NA,24
Belastomatidae,NA,NA,UN,2020-01-15,NA,1,-27.52236794,11.93847504,6.92,47.48,12.25,0.56,Hemiptera,Belastomatidae,NA,Invertebrate,Freshwater,NA,25
Coenagrionidae,NA,NA,UN,2020-01-15,NA,1,-29.27024977,12.51879644,5.95,45.28,12.19,0.71,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,26
Gomphidae,NA,NA,UN,2020-01-15,NA,1,-26.51112202,10.26915887,6.18,47.12,10.57,0.59,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,27
Hyalellidae,NA,NA,UN,2020-01-15,NA,1,-26.18862357,9.536334863,5.82,40.02,10.39,0.86,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,28
Coenagrionidae,NA,NA,UN,2020-01-15,NA,1,-29.02300846,11.34489511,5.66,42.22,10.31,0.8,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,29
Naucoridae,NA,NA,UN,2020-01-15,NA,1,-26.17647667,10.32056686,8.17,49.82,11.74,0.46,Hemiptera,Naucoridae,NA,Invertebrate,Freshwater,NA,30
Physidae,NA,NA,UN,2020-01-15,NA,1,-26.28280349,10.46183799,6.11,38.3,10.4,0.66,Basommatophora,Physidae,NA,Invertebrate,Freshwater,NA,31
Aeshnidae,NA,NA,AR,2020-01-15,NA,2,-28.32749411,14.17422011,NA,44.5,11.86,NA,Odonata,Aeshnidae,NA,Invertebrate,Freshwater,NA,32
Belastomatidae,NA,NA,AR,2020-01-15,NA,1,-25.53496684,12.89348206,NA,45.92,12.44,NA,Hemiptera,Belastomatidae,NA,Invertebrate,Freshwater,NA,33
Belastomatidae,NA,NA,AR,2020-01-15,NA,2,-25.46787299,12.7643998,NA,44.95,12.16,NA,Hemiptera,Belastomatidae,NA,Invertebrate,Freshwater,NA,34
Chironomidae,NA,NA,AR,2020-01-15,NA,1,-26.25775056,12.46690553,NA,45.56,11.35,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,35
Coenagrionidae,NA,NA,AR,2020-01-15,NA,2,-26.13477315,15.14687029,NA,46.72,12.96,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,36
Coenagrionidae,NA,NA,AR,2020-01-15,NA,3,-26.14140187,15.492964,NA,46.8,13.05,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,37
Coenagrionidae,NA,NA,AR,2020-01-15,NA,4,-26.14140187,14.93215685,NA,47.19,12.73,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,38
Coenagrionidae,NA,NA,AR,2020-01-15,NA,5,-25.84842585,14.83431819,NA,45.8,12.73,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,39
Velliidae,NA,NA,AR,2020-01-15,NA,1,-26.62856875,15.22596538,NA,47.21,12.44,NA,Hemiptera,Veliidae,NA,Invertebrate,Freshwater,NA,40
Velliidae,NA,NA,AR,2020-01-15,NA,2,-27.16976978,14.96316431,NA,45.55,11.41,NA,Hemiptera,Veliidae,NA,Invertebrate,Freshwater,NA,41
Velliidae,NA,NA,AR,2020-01-15,NA,3,-26.85135639,14.73270799,NA,79.32,20.21,NA,Hemiptera,Veliidae,NA,Invertebrate,Freshwater,NA,42
Baetidae,NA,NA,EM,2020-01-15,NA,1,-32.35322677,12.20239356,NA,41.76,11.52,NA,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,43
Baetidae,NA,NA,EM,2020-01-15,NA,2,-33.04516938,13.14146487,NA,42.53,11.74,NA,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,44
Baetidae,NA,NA,EM,2020-01-15,NA,3,-32.68593074,13.0338839,NA,38.87,10.63,NA,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,45
Baetidae,NA,NA,EM,2020-01-15,NA,4,-31.17549554,11.20902905,NA,44.22,12.27,NA,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,46
Baetidae,NA,NA,EM,2020-01-15,NA,5,-31.86437646,12.16921438,NA,45,12.42,NA,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,47
Belastomatidae,NA,NA,EM,2020-01-15,NA,2,-31.24406746,4.247570281,NA,50.26,11.79,NA,Hemiptera,Belastomatidae,NA,Invertebrate,Freshwater,NA,48
Chironomidae,NA,NA,EM,2020-01-15,NA,1,-32.78374969,14.04065607,NA,44.16,11.04,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,49
Chironomidae,NA,NA,EM,2020-01-15,NA,2,-32.85340508,14.76212277,NA,43.45,10.54,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,50
Chironomidae,NA,NA,EM,2020-01-15,NA,3,-32.58195392,14.35737287,NA,43.24,11.18,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,51
Chironomidae,NA,NA,EM,2020-01-15,NA,4,-31.62828965,14.29261288,NA,43.44,11.21,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,52
Chironomidae,NA,NA,EM,2020-01-15,NA,5,-33.58581104,14.84307275,NA,43.7,9.99,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,53
Coenagrionidae,NA,NA,EM,2020-01-15,NA,2,-31.89103665,14.87623781,NA,43.28,12.41,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,54
Coenagrionidae,NA,NA,EM,2020-01-15,NA,3,-31.78069018,15.14729705,NA,44.76,12.73,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,55
Coenagrionidae,NA,NA,EM,2020-01-15,NA,4,-31.95418612,15.26895404,NA,45.73,13.17,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,56
Coenagrionidae,NA,NA,EM,2020-01-15,NA,5,-31.62352328,15.2709649,NA,45.84,12.92,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,57
Elmidae,NA,NA,EM,2020-01-15,NA,1,-28.42405412,12.33611571,NA,41.4,11.52,NA,Coleoptera,Elmidae,NA,Invertebrate,Freshwater,NA,58
Gomphidae,NA,NA,EM,2020-01-15,NA,2,-28.99299026,13.02402254,NA,44.09,11.83,NA,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,59
Gomphidae,NA,NA,EM,2020-01-15,NA,3,-28.57798934,12.72666258,NA,45.32,11.85,NA,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,60
Gomphidae,NA,NA,EM,2020-01-15,NA,4,-29.04486537,13.01192654,NA,44.56,11.91,NA,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,61
Gomphidae,NA,NA,EM,2020-01-15,NA,5,-29.01333344,12.63392659,NA,44.08,11.46,NA,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,62
Haliplidae,NA,NA,EM,2020-01-15,NA,1,-30.26336438,12.44633872,NA,45.28,11.01,NA,Coleoptera,Haliplidae,NA,Invertebrate,Freshwater,NA,63
Haliplidae,NA,NA,EM,2020-01-15,NA,2,-26.62653415,11.0747193,NA,49.91,12.09,NA,Coleoptera,Haliplidae,NA,Invertebrate,Freshwater,NA,64
Haliplidae,NA,NA,EM,2020-01-15,NA,3,-31.89103665,12.88501434,NA,48.92,12.11,NA,Coleoptera,Haliplidae,NA,Invertebrate,Freshwater,NA,65
Hyalellidae,NA,NA,EM,2020-01-15,NA,2,-30.77910848,13.1856219,NA,37.84,9.97,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,66
Hyalellidae,NA,NA,EM,2020-01-15,NA,3,-30.57526402,13.06824443,NA,38.14,9.86,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,67
Hyalellidae,NA,NA,EM,2020-01-15,NA,4,-30.59062918,12.95592633,NA,38.91,10.11,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,68
Hyalellidae,NA,NA,EM,2020-01-15,NA,5,-26.57374494,-4.588168258,NA,41.54,9.51,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,69
Nepidae,NA,NA,EM,2020-01-15,NA,2,-20.74372571,6.830712564,NA,46.67,10.76,NA,Hemiptera,Nepidae,NA,Invertebrate,Freshwater,NA,70
Nepidae,NA,NA,EM,2020-01-15,NA,3,-20.95837133,6.990078625,NA,47.78,11.08,NA,Hemiptera,Nepidae,NA,Invertebrate,Freshwater,NA,71
Physidae,NA,NA,EM,2020-01-15,NA,2,-29.69991584,13.3909345,NA,35.56,8.63,NA,Basommatophora,Physidae,NA,Invertebrate,Freshwater,NA,72
Physidae,NA,NA,EM,2020-01-15,NA,3,-29.20964515,13.28711051,NA,30,7.11,NA,Basommatophora,Physidae,NA,Invertebrate,Freshwater,NA,73
Physidae,NA,NA,EM,2020-01-15,NA,4,-30.28579949,13.18127052,NA,38.72,8.7,NA,Basommatophora,Physidae,NA,Invertebrate,Freshwater,NA,74
Physidae,NA,NA,EM,2020-01-15,NA,5,-30.24918177,13.29215051,NA,36.3,8.7,NA,Basommatophora,Physidae,NA,Invertebrate,Freshwater,NA,75
Planorbidae,NA,NA,EM,2020-01-15,NA,2,-33.44342722,13.43960247,NA,27.81,7.25,NA,Basommatophora,Planorbidae,NA,Invertebrate,Freshwater,NA,76
Baetidae,NA,NA,GC,2020-01-15,NA,2,-36.04935836,16.02393059,NA,40.82,11.23,NA,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,77
Baetidae,NA,NA,GC,2020-01-15,NA,3,-36.25422716,15.66471505,NA,39.69,11.05,NA,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,78
Baetidae,NA,NA,GC,2020-01-15,NA,4,-35.69698402,15.67989317,NA,42.62,11.76,NA,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,79
Baetidae,NA,NA,GC,2020-01-15,NA,5,-36.2204238,15.27311952,NA,42.7,11.77,NA,Ephemeroptera,Baetidae,NA,Invertebrate,Freshwater,NA,80
Chironomidae,NA,NA,GC,2020-01-15,NA,1,-32.83391257,12.46782699,NA,38.8,9.4,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,81
Chironomidae,NA,NA,GC,2020-01-15,NA,2,-33.52483461,12.2747845,NA,42.15,10.63,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,82
Chironomidae,NA,NA,GC,2020-01-15,NA,3,-33.28091974,14.07953075,NA,40.2,9.45,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,83
Chironomidae,NA,NA,GC,2020-01-15,NA,4,-32.3552679,14.06746559,NA,42.81,10.91,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,84
Chironomidae,NA,NA,GC,2020-01-15,NA,5,-33.59321242,13.64116341,NA,40.29,9.77,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,85
Chironomidae,NA,NA,GC,2020-01-15,NA,1,-31.76232003,12.63774461,NA,45.34,11.22,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,86
Chironomidae,NA,NA,GC,2020-01-15,NA,2,-31.89703452,12.67394007,NA,44.89,10.76,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,87
Chironomidae,NA,NA,GC,2020-01-15,NA,3,-31.83988291,12.5221202,NA,43.7,10.87,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,88
Chironomidae,NA,NA,GC,2020-01-15,NA,4,-31.85212969,12.79258078,NA,44.25,9.96,NA,Diptera,Chironomidae,NA,Invertebrate,Freshwater,NA,89
Coenagrionidae,NA,NA,GC,2020-01-15,NA,2,-31.12548789,10.8852807,NA,42.56,11.42,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,90
Coenagrionidae,NA,NA,GC,2020-01-15,NA,3,-31.1622282,11.03307886,NA,45.29,12.14,NA,Odonata,Coenagrionidae,NA,Invertebrate,Freshwater,NA,91
Corduliidae,NA,NA,GC,2020-01-15,NA,2,-31.33969157,4.869904834,NA,46.53,11.46,NA,Odonata,Corduliidae,NA,Invertebrate,Freshwater,NA,92
Corduliidae,NA,NA,GC,2020-01-15,NA,3,-31.33257063,5.15736893,NA,46.76,12.17,NA,Odonata,Corduliidae,NA,Invertebrate,Freshwater,NA,93
Gomphidae,NA,NA,GC,2020-01-15,NA,2,-29.75382528,8.38823109,NA,46.03,11.17,NA,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,94
Gomphidae,NA,NA,GC,2020-01-15,NA,3,-30.00302926,8.961783022,NA,46.05,11,NA,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,95
Gomphidae,NA,NA,GC,2020-01-15,NA,4,-29.85147255,7.782423161,NA,45.27,10.61,NA,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,96
Gomphidae,NA,NA,GC,2020-01-15,NA,5,-30.01625233,9.036375013,NA,46.12,11.13,NA,Odonata,Gomphidae,NA,Invertebrate,Freshwater,NA,97
Haliplidae,NA,NA,GC,2020-01-15,NA,1,-33.04108712,9.577216701,NA,48.56,12.03,NA,Coleoptera,Haliplidae,NA,Invertebrate,Freshwater,NA,98
Haliplidae,NA,NA,GC,2020-01-15,NA,2,-32.15554839,9.043681783,NA,46.06,11.2,NA,Coleoptera,Haliplidae,NA,Invertebrate,Freshwater,NA,99
Hyalellidae,NA,NA,GC,2020-01-15,NA,2,-33.9085668,12.68801609,NA,41.87,11.27,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,100
Hyalellidae,NA,NA,GC,2020-01-15,NA,3,-32.9186194,12.47385957,NA,40.85,11.07,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,101
Hyalellidae,NA,NA,GC,2020-01-15,NA,4,-31.72015348,14.16155134,NA,41.87,10.55,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,102
Hyalellidae,NA,NA,GC,2020-01-15,NA,5,-32.04466511,15.10060072,NA,43.8,11.26,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,103
Hyalellidae,NA,NA,GC,2020-01-15,NA,6,-32.05280333,15.00175342,NA,41.86,10.82,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,104
Hyalellidae,NA,NA,GC,2020-01-15,NA,7,-31.94497188,15.1812924,NA,41.76,11.15,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,105
Hyalellidae,NA,NA,GC,2020-01-15,NA,8,-32.29593273,15.24181116,NA,42.37,11.39,NA,Amphipoda,Hyalellidae,NA,Invertebrate,Freshwater,NA,106
Physidae,NA,NA,GC,2020-01-15,NA,1,-32.43342404,13.73608177,NA,33.17,8.41,NA,Basommatophora,Physidae,NA,Invertebrate,Freshwater,NA,107
