pass1,pass2,pass3,site_code,collection_date,genus,species,common_name,order,family,lowest_taxon,guild,transient_type,transient,is_diadromous
23,14,6,EM,2020-01-14,Lepomis,megalotis,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
3,2,3,EM,2020-01-14,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
12,3,1,EM,2020-01-14,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2020-01-14,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
4,0,0,EM,2020-01-14,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
9,7,9,EM,2020-01-14,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,3,0,EM,2020-01-14,Noturus,gyrinus,Tadpole Madtom Catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
2,3,0,EM,2020-01-14,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
22,2,11,EM,2020-01-14,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
2,5,6,WM,2020-01-14,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
3,1,1,WM,2020-01-14,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
3,5,3,WM,2020-01-14,Lepomis,megalotis,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
9,11,8,WM,2020-01-14,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,3,2,WM,2020-01-14,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,4,0,WM,2020-01-14,Etheostoma,gracile,Slough Darter,Perciformes,Pecidae,E. gracile,Fish,Freshwater,Freshwater,Freshwater
1,2,0,WM,2020-01-14,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,4,2,WM,2020-01-14,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
17,25,53,WM,2020-01-14,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
5,0,5,GC,2020-01-15,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,3,4,GC,2020-01-15,Lepomis,megalotis,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,3,2,GC,2020-01-15,Lepomis,humilis,Orange Spotted Sunfish,Centrarchiformes,Centrarchidae,L. humilis,Fish,Freshwater,Freshwater,Freshwater
0,0,1,GC,2020-01-15,Lepomis,microlophus,Redear Sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
0,5,6,GC,2020-01-15,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,4,2,GC,2020-01-15,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,1,1,GC,2020-01-15,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,GC,2020-01-15,Fundulus,notatus,Black Stripe Topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
0,1,6,GC,2020-01-15,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
30,16,0,PL,2020-01-15,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
30,20,12,PL,2020-01-15,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
46,27,11,PL,2020-01-15,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
6,8,8,PL,2020-01-15,Lepomis,megalotis,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,1,PL,2020-01-15,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,3,1,PL,2020-01-15,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
5,12,4,PL,2020-01-15,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
2,8,9,PL,2020-01-15,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,PL,2020-01-15,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,0,2,PL,2020-01-15,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,PL,2020-01-15,Callinectes,sapidus,Blue Crab,Decapoda,Portunidae,C. sapidus,Invertebrate,Euryhaline,Transient,Euryhaline
0,0,1,PL,2020-01-15,Dormitator,maculatus,Fat Sleeper,Gobiiformes,Eleotridae,D. maculatus,Fish,Catadromous,Transient,Diadromous
83,50,39,PL,2020-01-15,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
3,3,1,PL,2020-01-15,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
62,30,36,PL,2020-01-15,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,NA,NA,AR,2020-01-16,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,NA,NA,AR,2020-01-16,Noturus,gyrinus,Tadpole Madtom Catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
5,NA,NA,AR,2020-01-16,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
2,NA,NA,AR,2020-01-16,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2020-01-16,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,PD,2020-01-16,Cyprinus,carpio,Common Carp,Cyprinodontiformes,Cyprinidae,C. carpio,Fish,Freshwater,Freshwater,Freshwater
8,0,0,PD,2020-01-16,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
8,2,2,PD,2020-01-16,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2020-01-16,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
6,0,0,PD,2020-01-16,Lepomis,auritus,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
8,7,4,PD,2020-01-16,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
2,2,0,PD,2020-01-16,Fundulus,notatus,Black Stripe Topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2020-01-16,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,2,0,PD,2020-01-16,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
8,8,2,PD,2020-01-16,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
0,3,2,PD,2020-01-16,Lepomis,microlophus,Redear Sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
0,0,2,PD,2020-01-16,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,AR,2020-01-17,Lepomis,macrochirus,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
5,2,2,AR,2020-01-17,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
3,1,1,AR,2020-01-17,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,1,1,AR,2020-01-17,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2020-01-17,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,2,AR,2020-01-17,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
0,0,4,AR,2020-01-17,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,MR,2020-01-17,Mugil,cephalus,Striped Mullet,Mugiliformes,Mugilidae,M. cephalus,Fish,Anadromous,Transient,Diadromous
0,2,1,MR,2020-01-17,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,MR,2020-01-17,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,1,1,MR,2020-01-17,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,MR,2020-01-17,Callinectes,sapidus,Blue Crab,Decapoda,Portunidae,C. sapidus,Invertebrate,Euryhaline,Transient,Euryhaline
0,0,1,MR,2020-01-17,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,0,1,MR,2020-01-17,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,0,1,MR,2020-01-17,Lepomis,microlophus,Redear Sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,MR,2020-01-17,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,MR,2020-01-17,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
1,0,0,AR,2020-05-20,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
7,17,8,AR,2020-05-20,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
13,28,13,AR,2020-05-20,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
4,2,3,AR,2020-05-20,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
60,44,14,AR,2020-05-20,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2020-05-20,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2020-05-20,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2020-05-20,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
1,0,1,AR,2020-05-20,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,AR,2020-05-20,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,0,1,AR,2020-05-20,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,4,0,MR,2020-05-21,Mugil,cephalus,Striped Mullet,Mugiliformes,Mugilidae,M. cephalus,Fish,Anadromous,Transient,Diadromous
1,1,0,MR,2020-05-21,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
3,1,1,MR,2020-05-21,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,0,2,MR,2020-05-21,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,1,0,MR,2020-05-21,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,1,0,MR,2020-05-21,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,0,0,MR,2020-05-21,Macrobrachium,ohione,Giant Freshwater Prawn,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
0,1,0,MR,2020-05-21,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
0,2,0,MR,2020-05-21,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,MR,2020-05-21,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,2,0,MR,2020-05-21,Poecilia,latipinna,Amazon Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,0,MR,2020-05-21,Dormitator,maculatus,Fat Sleeper,Gobiiformes,Eleotridae,D. maculatus,Fish,Catadromous,Transient,Diadromous
1,0,0,MR,2020-05-21,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2020-05-21,Cyprinus,carpio,Common Carp,Cyprinodontiformes,Cyprinidae,C. carpio,Fish,Freshwater,Freshwater,Freshwater
7,6,4,PD,2020-05-21,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,1,1,PD,2020-05-21,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
2,3,0,PD,2020-05-21,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,2,1,PD,2020-05-21,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
8,5,2,PD,2020-05-21,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
4,2,2,PD,2020-05-21,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,1,0,PD,2020-05-21,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,1,PD,2020-05-21,Fundulus,chrysotus,Golden Topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
0,1,1,PD,2020-05-21,Fundulus,grandis,Gulf Killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
0,0,1,PD,2020-05-21,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,PD,2020-05-21,Fundulus,notatus,Blackstripe Topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
2,1,6,GC,2020-05-24,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
27,13,7,GC,2020-05-24,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
10,5,3,GC,2020-05-24,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,GC,2020-05-24,Notropis,texanus,Weed Shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
4,3,1,GC,2020-05-24,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,2,6,GC,2020-05-24,Lepomis,miniatus,Redspotted Sunfish,Centrarchiformes,Centrarchidae,L. miniatus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2020-05-24,Fundulus,chrysotus,Golden Topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
1,1,5,GC,2020-05-24,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,GC,2020-05-24,Fundulus,grandis,Gulf Killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
1,0,1,PL,2020-05-24,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
7,5,0,PL,2020-05-24,Ameiurus,natalis,Yellow Bullhead Catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
20,8,6,PL,2020-05-24,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
31,4,5,PL,2020-05-24,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
2,0,5,PL,2020-05-24,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
8,3,4,PL,2020-05-24,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
13,11,15,PL,2020-05-24,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
23,35,21,PL,2020-05-24,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2020-05-24,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,1,3,PL,2020-05-24,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,4,1,PL,2020-05-24,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,PL,2020-05-24,Poecilia,latipinna,Amazon Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
0,0,1,PL,2020-05-24,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
4,2,1,SF,2020-05-27,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
26,20,14,SF,2020-05-27,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
4,2,1,SF,2020-05-27,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
8,2,4,SF,2020-05-27,Astyanax,mexicanus,Mexican Tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
24,9,3,SF,2020-05-27,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
13,21,23,SF,2020-05-27,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
3,12,2,SF,2020-05-27,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,SF,2020-05-27,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
0,1,1,SF,2020-05-27,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,4,2,SF,2020-05-27,Oreochromis,aureus,Blue Tilapia,Cichliformes,Cichlidae,O. aureus,Fish,Freshwater,Freshwater,Freshwater
3,1,1,TR,2020-05-27,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
3,1,5,TR,2020-05-27,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,0,TR,2020-05-27,Cyprinodon,variegatus,Sheepshead Minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
0,1,0,TR,2020-05-27,Astyanax,mexicanus,Mexican Tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
0,1,1,TR,2020-05-27,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,TR,2020-05-27,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,TR,2020-05-27,Oreochromis,aureus,Blue Tilapia,Cichliformes,Cichlidae,O. aureus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,TR,2020-05-27,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,1,EM,2020-05-30,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
12,8,4,EM,2020-05-30,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
11,0,3,EM,2020-05-30,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
12,6,0,EM,2020-05-30,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
6,1,0,EM,2020-05-30,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,EM,2020-05-30,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,1,0,EM,2020-05-30,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,EM,2020-05-30,Cyprinella,venusta,Blacktail Shiner,Cypriniformes,Leuciscidae,C. venusta,Fish,Freshwater,Freshwater,Freshwater
0,0,1,EM,2020-05-30,Lepomis,megalotis,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
6,2,5,WM,2020-05-30,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,2,WM,2020-05-30,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
5,3,5,WM,2020-05-30,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,1,1,WM,2020-05-30,Cyprinella,venusta,Blacktail Shiner,Cypriniformes,Leuciscidae,C. venusta,Fish,Freshwater,Freshwater,Freshwater
0,1,0,WM,2020-05-30,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
0,3,1,WM,2020-05-30,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
